run_id,session_id,family_id,variant_id,scenario_name,label,mode,window_index,window_start_utc,window_end_utc,window_duration_s,sample_filename,behavioural_family,protocol_id,source_health_status,sysmon_process_create_count,sysmon_unique_process_image_count,sysmon_powershell_process_count,sysmon_cmd_process_count,sysmon_unique_parent_child_pair_count,sysmon_network_connect_count,sysmon_unique_destination_count,sysmon_dns_query_count,sysmon_file_create_count,sysmon_file_delete_count,sysmon_registry_event_count,osquery_process_count_delta,wazuh_level_00_count,wazuh_level_01_count,wazuh_level_02_count,wazuh_level_03_count,wazuh_level_04_count,wazuh_level_05_count,wazuh_level_06_count,wazuh_level_07_count,wazuh_level_08_count,wazuh_level_09_count,wazuh_level_10_count,wazuh_level_11_count,wazuh_level_12_count,wazuh_level_13_count,wazuh_level_14_count,wazuh_level_15_count,wazuh_alert_total_count,suricata_alert_count,exact_indicator_hit_count,exact_indicator_prediction,rule_baseline_prediction
S01-006-S2-V2,S01,S2,V2,S2-V2,1,Formal,0,2026-07-28T18:22:49.493463Z,2026-07-28T18:23:49.493463Z,60,S01-006-S2-V2-w00,S2,EDR-MSC-FINAL,complete,6,5,0,0,5,2,1,0,49,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,9,3,0,0,1
S01-006-S2-V2,S01,S2,V2,S2-V2,1,Formal,1,2026-07-28T18:23:49.493463Z,2026-07-28T18:24:49.493463Z,60,S01-006-S2-V2-w01,S2,EDR-MSC-FINAL,complete,2,2,1,1,2,3,3,0,1,0,26,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0,1
S01-007-B1-V2,S01,B1,V2,B1-V2,0,Formal,0,2026-07-28T18:27:08.806117Z,2026-07-28T18:28:08.806117Z,60,S01-007-B1-V2-w00,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,2,1,0,34,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,1
S01-007-B1-V2,S01,B1,V2,B1-V2,0,Formal,1,2026-07-28T18:28:08.806117Z,2026-07-28T18:29:08.806117Z,60,S01-007-B1-V2-w01,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,1
S01-008-S3-V2,S01,S3,V2,S3-V2,1,Formal,0,2026-07-28T18:31:27.016544Z,2026-07-28T18:32:27.016544Z,60,S01-008-S3-V2-w00,S3,EDR-MSC-FINAL,complete,4,4,0,1,4,20,2,0,5,0,0,-2,0,0,0,42,1,0,1,0,0,0,0,0,0,0,0,0,44,38,0,0,1
S01-008-S3-V2,S01,S3,V2,S3-V2,1,Formal,1,2026-07-28T18:32:27.016544Z,2026-07-28T18:33:27.016544Z,60,S01-008-S3-V2-w01,S3,EDR-MSC-FINAL,complete,3,3,0,1,3,54,12,0,14,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,9,5,0,0,1
S01-009-B3-V1,S01,B3,V1,B3-V1,0,Formal,0,2026-07-28T18:35:46.241017Z,2026-07-28T18:36:46.241017Z,60,S01-009-B3-V1-w00,B3,EDR-MSC-FINAL,complete,13,5,0,0,5,11,7,5,24,0,0,4,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,0,8,4,0,0,1
S01-009-B3-V1,S01,B3,V1,B3-V1,0,Formal,1,2026-07-28T18:36:46.241017Z,2026-07-28T18:37:46.241017Z,60,S01-009-B3-V1-w01,B3,EDR-MSC-FINAL,complete,1,1,0,0,1,2,1,2,2,5,0,-1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,7,5,0,0,1
S01-010-B3-V2,S01,B3,V2,B3-V2,0,Formal,0,2026-07-28T18:40:05.072888Z,2026-07-28T18:41:05.072888Z,60,S01-010-B3-V2-w00,B3,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,1
S01-010-B3-V2,S01,B3,V2,B3-V2,0,Formal,1,2026-07-28T18:41:05.072888Z,2026-07-28T18:42:05.072888Z,60,S01-010-B3-V2-w01,B3,EDR-MSC-FINAL,complete,0,0,0,0,0,2,1,0,2,5,0,-1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,7,5,0,0,1
S01-011-B2-V2,S01,B2,V2,B2-V2,0,Formal,0,2026-07-28T18:44:23.356927Z,2026-07-28T18:45:23.356927Z,60,S01-011-B2-V2-w00,B2,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,1
S01-011-B2-V2,S01,B2,V2,B2-V2,0,Formal,1,2026-07-28T18:45:23.356927Z,2026-07-28T18:46:23.356927Z,60,S01-011-B2-V2-w01,B2,EDR-MSC-FINAL,complete,2,2,0,0,2,2,1,0,3,0,0,2,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,8,4,0,0,1
S01-012-S1-V2,S01,S1,V2,S1-V2,1,Formal,0,2026-07-28T18:48:41.498221Z,2026-07-28T18:49:41.498221Z,60,S01-012-S1-V2-w00,S1,EDR-MSC-FINAL,complete,4,3,0,0,3,0,0,0,55,0,32,7,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,0,8,4,0,0,1
S01-012-S1-V2,S01,S1,V2,S1-V2,1,Formal,1,2026-07-28T18:49:41.498221Z,2026-07-28T18:50:41.498221Z,60,S01-012-S1-V2-w01,S1,EDR-MSC-FINAL,complete,2,2,0,1,2,2,1,0,21,18,0,-5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1
S02-001-B1-V1,S02,B1,V1,B1-V1,0,Formal,0,2026-07-28T19:44:33.274737Z,2026-07-28T19:45:33.274737Z,60,S02-001-B1-V1-w00,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,5,2,0,28,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1
S02-001-B1-V1,S02,B1,V1,B1-V1,0,Formal,1,2026-07-28T19:45:33.274737Z,2026-07-28T19:46:33.274737Z,60,S02-001-B1-V1-w01,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,0,1
S02-002-B2-V2,S02,B2,V2,B2-V2,0,Formal,0,2026-07-28T19:48:49.637652Z,2026-07-28T19:49:49.637652Z,60,S02-002-B2-V2-w00,B2,EDR-MSC-FINAL,complete,0,0,0,0,0,2,1,0,6,0,0,-2,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,10,6,0,0,1
S02-002-B2-V2,S02,B2,V2,B2-V2,0,Formal,1,2026-07-28T19:49:49.637652Z,2026-07-28T19:50:49.637652Z,60,S02-002-B2-V2-w01,B2,EDR-MSC-FINAL,complete,2,2,0,0,2,4,2,0,3,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,7,3,0,0,1
S02-003-B1-V2,S02,B1,V2,B1-V2,0,Formal,0,2026-07-28T19:53:08.405278Z,2026-07-28T19:54:08.405278Z,60,S02-003-B1-V2-w00,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,3,2,0,34,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1
S02-003-B1-V2,S02,B1,V2,B1-V2,0,Formal,1,2026-07-28T19:54:08.405278Z,2026-07-28T19:55:08.405278Z,60,S02-003-B1-V2-w01,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,1
S02-004-S2-V1,S02,S2,V1,S2-V1,1,Formal,0,2026-07-28T19:57:27.575132Z,2026-07-28T19:58:27.575132Z,60,S02-004-S2-V1-w00,S2,EDR-MSC-FINAL,complete,0,0,0,0,0,3,1,0,43,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,3,38,1,1
S02-004-S2-V1,S02,S2,V1,S2-V1,1,Formal,1,2026-07-28T19:58:27.575132Z,2026-07-28T19:59:27.575132Z,60,S02-004-S2-V1-w01,S2,EDR-MSC-FINAL,complete,2,2,1,1,2,0,0,0,1,0,26,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,8,6,24,1,1
S02-005-S1-V2,S02,S1,V2,S1-V2,1,Formal,0,2026-07-28T20:01:43.716258Z,2026-07-28T20:02:43.716258Z,60,S02-005-S1-V2-w00,S1,EDR-MSC-FINAL,complete,0,0,0,0,0,1,1,0,55,0,32,-1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,1
S02-005-S1-V2,S02,S1,V2,S1-V2,1,Formal,1,2026-07-28T20:02:43.716258Z,2026-07-28T20:03:43.716258Z,60,S02-005-S1-V2-w01,S1,EDR-MSC-FINAL,complete,7,6,0,1,6,1,1,0,21,18,0,4,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,9,6,0,0,1
S02-006-S2-V2,S02,S2,V2,S2-V2,1,Formal,0,2026-07-28T20:06:04.328989Z,2026-07-28T20:07:04.328989Z,60,S02-006-S2-V2-w00,S2,EDR-MSC-FINAL,complete,1,1,0,0,1,0,0,0,49,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,9,5,0,0,1
S02-006-S2-V2,S02,S2,V2,S2-V2,1,Formal,1,2026-07-28T20:07:04.328989Z,2026-07-28T20:08:04.328989Z,60,S02-006-S2-V2-w01,S2,EDR-MSC-FINAL,complete,2,2,1,1,2,2,1,0,1,0,26,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0,1
S02-007-S3-V2,S02,S3,V2,S3-V2,1,Formal,0,2026-07-28T20:10:20.325214Z,2026-07-28T20:11:20.325214Z,60,S02-007-S3-V2-w00,S3,EDR-MSC-FINAL,complete,4,4,0,1,4,23,4,0,5,0,0,-3,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,0,46,39,0,0,1
S02-007-S3-V2,S02,S3,V2,S3-V2,1,Formal,1,2026-07-28T20:11:20.325214Z,2026-07-28T20:12:20.325214Z,60,S02-007-S3-V2-w01,S3,EDR-MSC-FINAL,complete,3,3,0,1,3,55,13,3,14,0,0,1,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,9,5,0,0,1
S02-008-B3-V1,S02,B3,V1,B3-V1,0,Formal,0,2026-07-28T20:14:40.654564Z,2026-07-28T20:15:40.654564Z,60,S02-008-B3-V1-w00,B3,EDR-MSC-FINAL,complete,5,4,0,0,4,0,0,0,24,0,0,4,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,0,8,4,0,0,1
S02-008-B3-V1,S02,B3,V1,B3-V1,0,Formal,1,2026-07-28T20:15:40.654564Z,2026-07-28T20:16:40.654564Z,60,S02-008-B3-V1-w01,B3,EDR-MSC-FINAL,complete,0,0,0,0,0,2,1,0,2,5,0,-1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,5,3,0,0,1
S02-009-B3-V2,S02,B3,V2,B3-V2,0,Formal,0,2026-07-28T20:19:00.083803Z,2026-07-28T20:20:00.083803Z,60,S02-009-B3-V2-w00,B3,EDR-MSC-FINAL,complete,0,0,0,0,0,2,1,0,24,0,0,-1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,1
S02-009-B3-V2,S02,B3,V2,B3-V2,0,Formal,1,2026-07-28T20:20:00.083803Z,2026-07-28T20:21:00.083803Z,60,S02-009-B3-V2-w01,B3,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,7,5,0,0,1
S02-010-S1-V1,S02,S1,V1,S1-V1,1,Formal,0,2026-07-28T20:23:19.472578Z,2026-07-28T20:24:19.472578Z,60,S02-010-S1-V1-w00,S1,EDR-MSC-FINAL,complete,6,5,0,0,5,10,5,0,48,0,32,1,0,0,0,5,0,0,1,0,0,0,0,0,3,0,0,0,9,5,75,1,1
S02-010-S1-V1,S02,S1,V1,S1-V1,1,Formal,1,2026-07-28T20:24:19.472578Z,2026-07-28T20:25:19.472578Z,60,S02-010-S1-V1-w01,S1,EDR-MSC-FINAL,complete,2,2,0,1,2,3,3,0,21,18,0,3,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,8,6,38,1,1
S02-011-B2-V1,S02,B2,V1,B2-V1,0,Formal,0,2026-07-28T20:27:41.248787Z,2026-07-28T20:28:41.248787Z,60,S02-011-B2-V1-w00,B2,EDR-MSC-FINAL,complete,0,0,0,0,0,2,1,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,1
S02-011-B2-V1,S02,B2,V1,B2-V1,0,Formal,1,2026-07-28T20:28:41.248787Z,2026-07-28T20:29:41.248787Z,60,S02-011-B2-V1-w01,B2,EDR-MSC-FINAL,complete,2,2,0,0,2,7,4,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,9,5,0,0,1
S02-012-S3-V1,S02,S3,V1,S3-V1,1,Formal,0,2026-07-28T20:32:00.690462Z,2026-07-28T20:33:00.690462Z,60,S02-012-S3-V1-w00,S3,EDR-MSC-FINAL,complete,5,5,0,1,5,1,1,0,4,0,0,1,0,0,0,36,1,0,1,0,0,0,0,0,1,0,0,0,39,33,5,1,1
S02-012-S3-V1,S02,S3,V1,S3-V1,1,Formal,1,2026-07-28T20:33:00.690462Z,2026-07-28T20:34:00.690462Z,60,S02-012-S3-V1-w01,S3,EDR-MSC-FINAL,complete,3,3,0,1,3,59,15,0,14,0,0,1,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,10,6,0,0,1
S03-001-S2-V1,S03,S2,V1,S2-V1,1,Formal,0,2026-07-29T06:26:04.640715Z,2026-07-29T06:27:04.640715Z,60,S03-001-S2-V1-w00,S2,EDR-MSC-FINAL,complete,5,5,0,0,5,0,0,0,43,0,0,-1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7,3,38,1,1
S03-001-S2-V1,S03,S2,V1,S2-V1,1,Formal,1,2026-07-29T06:27:04.640715Z,2026-07-29T06:28:04.640715Z,60,S03-001-S2-V1-w01,S2,EDR-MSC-FINAL,complete,7,3,1,1,3,0,0,0,1,0,26,-2,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,7,5,24,1,1
S03-002-B2-V1,S03,B2,V1,B2-V1,0,Formal,0,2026-07-29T06:30:26.795194Z,2026-07-29T06:31:26.795194Z,60,S03-002-B2-V1-w00,B2,EDR-MSC-FINAL,complete,0,0,0,0,0,2,2,0,6,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,10,6,0,0,1
S03-002-B2-V1,S03,B2,V1,B2-V1,0,Formal,1,2026-07-29T06:31:26.795194Z,2026-07-29T06:32:26.795194Z,60,S03-002-B2-V1-w01,B2,EDR-MSC-FINAL,complete,3,2,0,0,2,0,0,0,3,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,8,3,0,0,1
S03-003-S2-V2,S03,S2,V2,S2-V2,1,Formal,0,2026-07-29T06:34:46.381888Z,2026-07-29T06:35:46.381888Z,60,S03-003-S2-V2-w00,S2,EDR-MSC-FINAL,complete,6,3,0,0,3,0,0,5,49,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,7,3,0,0,1
S03-003-S2-V2,S03,S2,V2,S2-V2,1,Formal,1,2026-07-29T06:35:46.381888Z,2026-07-29T06:36:46.381888Z,60,S03-003-S2-V2-w01,S2,EDR-MSC-FINAL,complete,2,2,1,1,2,0,0,1,1,0,26,-1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,8,6,0,0,1
S03-004-B3-V1,S03,B3,V1,B3-V1,0,Formal,0,2026-07-29T06:39:06.769749Z,2026-07-29T06:40:06.769749Z,60,S03-004-B3-V1-w00,B3,EDR-MSC-FINAL,complete,2,2,0,0,2,0,0,1,24,0,0,-1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,1
S03-004-B3-V1,S03,B3,V1,B3-V1,0,Formal,1,2026-07-29T06:40:06.769749Z,2026-07-29T06:41:06.769749Z,60,S03-004-B3-V1-w01,B3,EDR-MSC-FINAL,complete,4,3,1,0,3,0,0,4,2,5,0,-1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,6,4,0,0,1
S03-005-B1-V1,S03,B1,V1,B1-V1,0,Formal,0,2026-07-29T06:43:25.999126Z,2026-07-29T06:44:25.999126Z,60,S03-005-B1-V1-w00,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1
S03-005-B1-V1,S03,B1,V1,B1-V1,0,Formal,1,2026-07-29T06:44:25.999126Z,2026-07-29T06:45:25.999126Z,60,S03-005-B1-V1-w01,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,1
S03-006-B1-V2,S03,B1,V2,B1-V2,0,Formal,0,2026-07-29T06:47:45.175120Z,2026-07-29T06:48:45.175120Z,60,S03-006-B1-V2-w00,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,1
S03-006-B1-V2,S03,B1,V2,B1-V2,0,Formal,1,2026-07-29T06:48:45.175120Z,2026-07-29T06:49:45.175120Z,60,S03-006-B1-V2-w01,B1,EDR-MSC-FINAL,complete,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,1
S03-007-B3-V2,S03,B3,V2,B3-V2,0,Formal,0,2026-07-29T06:52:04.176405Z,2026-07-29T06:53:04.176405Z,60,S03-007-B3-V2-w00,B3,EDR-MSC-FINAL,complete,5,3,0,0,3,0,0,0,24,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,3,0,0,0,9,5,0,0,1
S03-007-B3-V2,S03,B3,V2,B3-V2,0,Formal,1,2026-07-29T06:53:04.176405Z,2026-07-29T06:54:04.176405Z,60,S03-007-B3-V2-w01,B3,EDR-MSC-FINAL,complete,1,1,0,0,1,0,0,0,2,5,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,6,3,0,0,1
S03-008-S1-V1,S03,S1,V1,S1-V1,1,Formal,0,2026-07-29T06:56:22.987651Z,2026-07-29T06:57:22.987651Z,60,S03-008-S1-V1-w00,S1,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,48,0,32,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,4,75,1,1
S03-008-S1-V1,S03,S1,V1,S1-V1,1,Formal,1,2026-07-29T06:57:22.987651Z,2026-07-29T06:58:22.987651Z,60,S03-008-S1-V1-w01,S1,EDR-MSC-FINAL,complete,2,2,0,1,2,0,0,0,21,18,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,7,5,38,1,1
S03-009-S3-V1,S03,S3,V1,S3-V1,1,Formal,0,2026-07-29T07:00:43.259875Z,2026-07-29T07:01:43.259875Z,60,S03-009-S3-V1-w00,S3,EDR-MSC-FINAL,complete,8,6,0,1,6,16,7,0,4,0,0,2,0,0,0,36,1,0,1,0,0,0,0,0,2,0,0,0,40,33,5,1,1
S03-009-S3-V1,S03,S3,V1,S3-V1,1,Formal,1,2026-07-29T07:01:43.259875Z,2026-07-29T07:02:43.259875Z,60,S03-009-S3-V1-w01,S3,EDR-MSC-FINAL,complete,9,7,0,1,7,60,14,3,14,0,0,4,0,0,0,10,1,0,2,0,0,0,0,0,4,0,0,0,17,9,0,0,1
S03-010-S3-V2,S03,S3,V2,S3-V2,1,Formal,0,2026-07-29T07:05:03.889721Z,2026-07-29T07:06:03.889721Z,60,S03-010-S3-V2-w00,S3,EDR-MSC-FINAL,complete,4,4,0,1,4,18,1,0,5,0,0,0,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,0,46,41,0,0,1
S03-010-S3-V2,S03,S3,V2,S3-V2,1,Formal,1,2026-07-29T07:06:03.889721Z,2026-07-29T07:07:03.889721Z,60,S03-010-S3-V2-w01,S3,EDR-MSC-FINAL,complete,4,4,0,1,4,34,7,0,14,0,0,1,0,0,0,9,1,0,2,0,0,0,0,0,1,0,0,0,13,8,0,0,1
S03-011-B2-V2,S03,B2,V2,B2-V2,0,Formal,0,2026-07-29T07:09:23.840714Z,2026-07-29T07:10:23.840714Z,60,S03-011-B2-V2-w00,B2,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,1,6,0,0,-2,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,1
S03-011-B2-V2,S03,B2,V2,B2-V2,0,Formal,1,2026-07-29T07:10:23.840714Z,2026-07-29T07:11:23.840714Z,60,S03-011-B2-V2-w01,B2,EDR-MSC-FINAL,complete,3,2,0,0,2,3,2,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,8,3,0,0,1
S03-012-S1-V2,S03,S1,V2,S1-V2,1,Formal,0,2026-07-29T07:13:43.791256Z,2026-07-29T07:14:43.791256Z,60,S03-012-S1-V2-w00,S1,EDR-MSC-FINAL,complete,0,0,0,0,0,0,0,0,55,0,32,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,7,6,0,0,1
S03-012-S1-V2,S03,S1,V2,S1-V2,1,Formal,1,2026-07-29T07:14:43.791256Z,2026-07-29T07:15:43.791256Z,60,S03-012-S1-V2-w01,S1,EDR-MSC-FINAL,complete,2,2,0,1,2,0,0,0,21,18,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1
