review_id,record_level,design,model,feature_set,run_id,session_id,family_id,family_name,variant_id,label,error_window_index,representative_window_index,score,threshold,distance_from_threshold,prediction,error_type,exact_indicator_score,exact_indicator_prediction,rule_score,rule_prediction,telemetry_score,telemetry_prediction,hybrid_score,hybrid_prediction,principal_feature_values,benign_deviation_summary,source_health_status,run_validation_passed,preflight_passed,endpoint_export_complete,wazuh_export_complete,suricata_export_complete,rollback_success,action_records,failed_actions,sysmon_event_count,osquery_snapshot_record_count,osquery_malformed_line_count,wazuh_exported_unique_alerts,suricata_records_exported,suricata_malformed_lines,raw_evidence_directory,source_health_report,suggested_category,final_category,raw_evidence_consistent,feature_explanation_consistent,retain_in_metrics,manual_review_notes,review_status
SELERR-047,run,family_holdout_2_B2_S2,random_forest,telemetry_only,S02-002-B2-V2,S02,B2,system_inventory,V2,0,,2,0.485,0.44,0.044999999999999984,1,false_positive,0.0,0,1.0,1,0.485,1,0.645,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=2; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,osquery_process_count_delta=2; benign_mean=0.25; standardised_deviation=1.3472 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974,complete,yes,yes,yes,yes,yes,yes,4,0,41,10,0,26,93,0,/home/edradmin/edr-evidence/runs/S02-002-B2-V2,/home/edradmin/edr-evidence/runs/S02-002-B2-V2/run-validation-report.json,threshold effect,,,,yes,,pending
SELERR-048,run,family_holdout_2_B2_S2,random_forest,telemetry_only,S02-011-B2-V1,S02,B2,system_inventory,V1,0,,2,0.46,0.44,0.020000000000000018,1,false_positive,0.0,0,1.0,1,0.46,1,0.555,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=2; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974 | osquery_process_count_delta=1; benign_mean=0.25; standardised_deviation=0.5774,complete,yes,yes,yes,yes,yes,yes,4,0,41,10,0,31,107,0,/home/edradmin/edr-evidence/runs/S02-011-B2-V1,/home/edradmin/edr-evidence/runs/S02-011-B2-V1/run-validation-report.json,threshold effect,,,,yes,,pending
SELERR-049,run,family_holdout_2_B2_S2,random_forest,telemetry_only,S03-002-B2-V1,S03,B2,system_inventory,V1,0,,2,0.485,0.44,0.044999999999999984,1,false_positive,0.0,0,1.0,1,0.485,1,0.635,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=3; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,osquery_process_count_delta=2; benign_mean=0.25; standardised_deviation=1.3472 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_process_create_count=3; benign_mean=0.9583; standardised_deviation=0.7519 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299,complete,yes,yes,yes,yes,yes,yes,4,0,91,10,0,35,87,0,/home/edradmin/edr-evidence/runs/S03-002-B2-V1,/home/edradmin/edr-evidence/runs/S03-002-B2-V1/run-validation-report.json,threshold effect,,,,yes,,pending
SELERR-050,run,family_holdout_2_B2_S2,random_forest,telemetry_only,S03-011-B2-V2,S03,B2,system_inventory,V2,0,,2,0.515,0.44,0.07500000000000001,1,false_positive,0.0,0,1.0,1,0.515,1,0.645,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=3; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,osquery_process_count_delta=3; benign_mean=0.25; standardised_deviation=2.117 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_process_create_count=3; benign_mean=0.9583; standardised_deviation=0.7519 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299,complete,yes,yes,yes,yes,yes,yes,4,0,36,10,0,27,92,0,/home/edradmin/edr-evidence/runs/S03-011-B2-V2,/home/edradmin/edr-evidence/runs/S03-011-B2-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-034,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S01-001-B2-V1,S01,B2,system_inventory,V1,0,2,2,0.515,0.44,0.07500000000000001,1,false_positive,0.0,0,1.0,1,0.515,1,0.56,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=3; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,osquery_process_count_delta=3; benign_mean=0.25; standardised_deviation=2.117 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_process_create_count=3; benign_mean=0.9583; standardised_deviation=0.7519 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299,complete,yes,yes,yes,yes,yes,yes,4,0,35,10,0,26,86,0,/home/edradmin/edr-evidence/runs/S01-001-B2-V1,/home/edradmin/edr-evidence/runs/S01-001-B2-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-035,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S01-003-S2-V1,S01,S2,powershell_discovery_changed_file_pattern,V1,1,1,1,0.0,0.44,-0.44,0,false_negative,0.0,0,1.0,1,0.0,0,0.09,0,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=0; sysmon_unique_process_image_count=0; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=0,sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974 | sysmon_file_create_count=2; benign_mean=5.6667; standardised_deviation=-0.4934 | sysmon_unique_process_image_count=0; benign_mean=0.5; standardised_deviation=-0.433 | sysmon_unique_parent_child_pair_count=0; benign_mean=0.5; standardised_deviation=-0.433,complete,yes,yes,yes,yes,yes,yes,4,0,95,10,0,24,83,0,/home/edradmin/edr-evidence/runs/S01-003-S2-V1,/home/edradmin/edr-evidence/runs/S01-003-S2-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-036,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S01-011-B2-V2,S01,B2,system_inventory,V2,0,2,2,0.85,0.44,0.41,1,false_positive,0.0,0,1.0,1,0.85,1,0.75,1,sysmon_file_create_count=2; sysmon_network_connect_count=2; sysmon_process_create_count=2; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,osquery_process_count_delta=2; benign_mean=0.25; standardised_deviation=1.3472 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_network_connect_count=2; benign_mean=1.0417; standardised_deviation=0.5496 | sysmon_file_create_count=2; benign_mean=5.6667; standardised_deviation=-0.4934,complete,yes,yes,yes,yes,yes,yes,4,0,25,10,0,26,80,0,/home/edradmin/edr-evidence/runs/S01-011-B2-V2,/home/edradmin/edr-evidence/runs/S01-011-B2-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-037,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S02-002-B2-V2,S02,B2,system_inventory,V2,0,2,2,0.485,0.44,0.044999999999999984,1,false_positive,0.0,0,1.0,1,0.485,1,0.645,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=2; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,osquery_process_count_delta=2; benign_mean=0.25; standardised_deviation=1.3472 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974,complete,yes,yes,yes,yes,yes,yes,4,0,41,10,0,26,93,0,/home/edradmin/edr-evidence/runs/S02-002-B2-V2,/home/edradmin/edr-evidence/runs/S02-002-B2-V2/run-validation-report.json,threshold effect,,,,yes,,pending
SELERR-038,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S02-004-S2-V1,S02,S2,powershell_discovery_changed_file_pattern,V1,1,1,1,0.0,0.44,-0.44,0,false_negative,0.0,0,1.0,1,0.0,0,0.09,0,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=0; sysmon_unique_process_image_count=0; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=0,sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974 | sysmon_file_create_count=2; benign_mean=5.6667; standardised_deviation=-0.4934 | sysmon_unique_process_image_count=0; benign_mean=0.5; standardised_deviation=-0.433 | sysmon_unique_parent_child_pair_count=0; benign_mean=0.5; standardised_deviation=-0.433,complete,yes,yes,yes,yes,yes,yes,4,0,96,10,0,25,101,0,/home/edradmin/edr-evidence/runs/S02-004-S2-V1,/home/edradmin/edr-evidence/runs/S02-004-S2-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-039,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S02-006-S2-V2,S02,S2,powershell_discovery_changed_file_pattern,V2,1,1,1,0.35,0.44,-0.09000000000000002,0,false_negative,0.0,0,1.0,1,0.35,0,0.47,0,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=1; sysmon_unique_process_image_count=1; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=1,sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974 | sysmon_file_create_count=2; benign_mean=5.6667; standardised_deviation=-0.4934 | sysmon_unique_process_image_count=1; benign_mean=0.5; standardised_deviation=0.433 | sysmon_unique_parent_child_pair_count=1; benign_mean=0.5; standardised_deviation=0.433,complete,yes,yes,yes,yes,yes,yes,4,0,95,10,0,25,82,0,/home/edradmin/edr-evidence/runs/S02-006-S2-V2,/home/edradmin/edr-evidence/runs/S02-006-S2-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-040,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S02-011-B2-V1,S02,B2,system_inventory,V1,0,2,2,0.46,0.44,0.020000000000000018,1,false_positive,0.0,0,1.0,1,0.46,1,0.555,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=2; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974 | osquery_process_count_delta=1; benign_mean=0.25; standardised_deviation=0.5774,complete,yes,yes,yes,yes,yes,yes,4,0,41,10,0,31,107,0,/home/edradmin/edr-evidence/runs/S02-011-B2-V1,/home/edradmin/edr-evidence/runs/S02-011-B2-V1/run-validation-report.json,threshold effect,,,,yes,,pending
SELERR-041,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S03-001-S2-V1,S03,S2,powershell_discovery_changed_file_pattern,V1,1,1,1,0.4,0.44,-0.03999999999999998,0,false_negative,0.0,0,1.0,1,0.4,0,0.58,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=1; sysmon_unique_process_image_count=1; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=1,sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974 | osquery_process_count_delta=1; benign_mean=0.25; standardised_deviation=0.5774 | sysmon_file_create_count=2; benign_mean=5.6667; standardised_deviation=-0.4934 | sysmon_unique_process_image_count=1; benign_mean=0.5; standardised_deviation=0.433,complete,yes,yes,yes,yes,yes,yes,4,0,170,10,0,47,161,0,/home/edradmin/edr-evidence/runs/S03-001-S2-V1,/home/edradmin/edr-evidence/runs/S03-001-S2-V1/run-validation-report.json,threshold effect,,,,yes,,pending
SELERR-042,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S03-002-B2-V1,S03,B2,system_inventory,V1,0,2,2,0.485,0.44,0.044999999999999984,1,false_positive,0.0,0,1.0,1,0.485,1,0.635,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=3; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,osquery_process_count_delta=2; benign_mean=0.25; standardised_deviation=1.3472 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_process_create_count=3; benign_mean=0.9583; standardised_deviation=0.7519 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299,complete,yes,yes,yes,yes,yes,yes,4,0,91,10,0,35,87,0,/home/edradmin/edr-evidence/runs/S03-002-B2-V1,/home/edradmin/edr-evidence/runs/S03-002-B2-V1/run-validation-report.json,threshold effect,,,,yes,,pending
SELERR-043,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S03-003-S2-V2,S03,S2,powershell_discovery_changed_file_pattern,V2,1,1,1,0.36,0.44,-0.08000000000000002,0,false_negative,0.0,0,1.0,1,0.36,0,0.47,0,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=5; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,sysmon_dns_query_count=5; benign_mean=0.2917; standardised_deviation=4.4425 | sysmon_process_create_count=5; benign_mean=0.9583; standardised_deviation=1.4884 | osquery_process_count_delta=2; benign_mean=0.25; standardised_deviation=1.3472 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299,complete,yes,yes,yes,yes,yes,yes,4,0,133,10,0,28,91,0,/home/edradmin/edr-evidence/runs/S03-003-S2-V2,/home/edradmin/edr-evidence/runs/S03-003-S2-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-044,window,family_holdout_2_B2_S2,random_forest,telemetry_only,S03-011-B2-V2,S03,B2,system_inventory,V2,0,2,2,0.515,0.44,0.07500000000000001,1,false_positive,0.0,0,1.0,1,0.515,1,0.645,1,sysmon_file_create_count=2; sysmon_network_connect_count=0; sysmon_process_create_count=3; sysmon_unique_process_image_count=2; sysmon_registry_event_count=0; sysmon_unique_parent_child_pair_count=2,osquery_process_count_delta=3; benign_mean=0.25; standardised_deviation=2.117 | sysmon_unique_process_image_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_unique_parent_child_pair_count=2; benign_mean=0.5; standardised_deviation=1.299 | sysmon_process_create_count=3; benign_mean=0.9583; standardised_deviation=0.7519 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299,complete,yes,yes,yes,yes,yes,yes,4,0,36,10,0,27,92,0,/home/edradmin/edr-evidence/runs/S03-011-B2-V2,/home/edradmin/edr-evidence/runs/S03-011-B2-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-069,run,family_holdout_3_B3_S3,random_forest,telemetry_only,S01-009-B3-V1,S01,B3,legitimate_powershell_maintenance,V1,0,,1,0.845,0.35,0.495,1,false_positive,0.0,0,1.0,1,0.845,1,0.7537451620875534,1,sysmon_file_create_count=1; sysmon_registry_event_count=0; sysmon_unique_process_image_count=5; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=5; osquery_process_count_delta=0,sysmon_dns_query_count=5; benign_mean=0.2917; standardised_deviation=4.4425 | sysmon_process_create_count=13; benign_mean=0.9583; standardised_deviation=4.4346 | sysmon_unique_process_image_count=5; benign_mean=0.5; standardised_deviation=3.8971 | sysmon_unique_parent_child_pair_count=5; benign_mean=0.5; standardised_deviation=3.8971 | sysmon_unique_destination_count=3; benign_mean=0.625; standardised_deviation=2.3938,complete,yes,yes,yes,yes,yes,yes,4,0,99,10,0,26,94,0,/home/edradmin/edr-evidence/runs/S01-009-B3-V1,/home/edradmin/edr-evidence/runs/S01-009-B3-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-070,run,family_holdout_3_B3_S3,random_forest,telemetry_only,S01-010-B3-V2,S01,B3,legitimate_powershell_maintenance,V2,0,,0,0.6583333333333334,0.35,0.30833333333333346,1,false_positive,0.0,0,1.0,1,0.6583333333333334,1,0.6584067892884862,1,sysmon_file_create_count=23; sysmon_registry_event_count=0; sysmon_unique_process_image_count=0; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=0; osquery_process_count_delta=0,sysmon_file_create_count=23; benign_mean=5.6667; standardised_deviation=2.3325 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974 | sysmon_unique_process_image_count=0; benign_mean=0.5; standardised_deviation=-0.433 | sysmon_unique_parent_child_pair_count=0; benign_mean=0.5; standardised_deviation=-0.433,complete,yes,yes,yes,yes,yes,yes,4,0,48,10,0,21,100,0,/home/edradmin/edr-evidence/runs/S01-010-B3-V2,/home/edradmin/edr-evidence/runs/S01-010-B3-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-071,run,family_holdout_3_B3_S3,random_forest,telemetry_only,S02-008-B3-V1,S02,B3,legitimate_powershell_maintenance,V1,0,,1,0.82,0.35,0.47,1,false_positive,0.0,0,1.0,1,0.82,1,0.7842525478672537,1,sysmon_file_create_count=1; sysmon_registry_event_count=0; sysmon_unique_process_image_count=4; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=4; osquery_process_count_delta=4,sysmon_unique_process_image_count=4; benign_mean=0.5; standardised_deviation=3.0311 | sysmon_unique_parent_child_pair_count=4; benign_mean=0.5; standardised_deviation=3.0311 | osquery_process_count_delta=4; benign_mean=0.25; standardised_deviation=2.8868 | sysmon_process_create_count=5; benign_mean=0.9583; standardised_deviation=1.4884 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299,complete,yes,yes,yes,yes,yes,yes,4,0,55,10,0,24,79,0,/home/edradmin/edr-evidence/runs/S02-008-B3-V1,/home/edradmin/edr-evidence/runs/S02-008-B3-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-072,run,family_holdout_3_B3_S3,random_forest,telemetry_only,S02-009-B3-V2,S02,B3,legitimate_powershell_maintenance,V2,0,,0,0.6583333333333334,0.35,0.30833333333333346,1,false_positive,0.0,0,1.0,1,0.6583333333333334,1,0.6584067892884862,1,sysmon_file_create_count=23; sysmon_registry_event_count=0; sysmon_unique_process_image_count=0; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=0; osquery_process_count_delta=0,sysmon_file_create_count=23; benign_mean=5.6667; standardised_deviation=2.3325 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_network_connect_count=0; benign_mean=1.0417; standardised_deviation=-0.5974 | sysmon_unique_process_image_count=0; benign_mean=0.5; standardised_deviation=-0.433 | sysmon_unique_parent_child_pair_count=0; benign_mean=0.5; standardised_deviation=-0.433,complete,yes,yes,yes,yes,yes,yes,4,0,54,10,0,27,84,0,/home/edradmin/edr-evidence/runs/S02-009-B3-V2,/home/edradmin/edr-evidence/runs/S02-009-B3-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-073,run,family_holdout_3_B3_S3,random_forest,telemetry_only,S03-004-B3-V1,S03,B3,legitimate_powershell_maintenance,V1,0,,2,0.78,0.35,0.43000000000000005,1,false_positive,0.0,0,1.0,1,0.78,1,0.762617245662407,1,sysmon_file_create_count=1; sysmon_registry_event_count=0; sysmon_unique_process_image_count=3; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=3; osquery_process_count_delta=-1,sysmon_powershell_process_count=1; benign_mean=0; standardised_deviation=inf | sysmon_dns_query_count=4; benign_mean=0.2917; standardised_deviation=3.499 | sysmon_unique_process_image_count=3; benign_mean=0.5; standardised_deviation=2.1651 | sysmon_unique_parent_child_pair_count=3; benign_mean=0.5; standardised_deviation=2.1651 | sysmon_process_create_count=4; benign_mean=0.9583; standardised_deviation=1.1202,complete,yes,yes,yes,yes,yes,yes,4,0,69,10,0,22,86,0,/home/edradmin/edr-evidence/runs/S03-004-B3-V1,/home/edradmin/edr-evidence/runs/S03-004-B3-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-074,run,family_holdout_3_B3_S3,random_forest,telemetry_only,S03-007-B3-V2,S03,B3,legitimate_powershell_maintenance,V2,0,,1,0.76,0.35,0.41000000000000003,1,false_positive,0.0,0,1.0,1,0.76,1,0.7564816647648489,1,sysmon_file_create_count=1; sysmon_registry_event_count=0; sysmon_unique_process_image_count=3; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=3; osquery_process_count_delta=0,sysmon_unique_process_image_count=3; benign_mean=0.5; standardised_deviation=2.1651 | sysmon_unique_parent_child_pair_count=3; benign_mean=0.5; standardised_deviation=2.1651 | sysmon_process_create_count=5; benign_mean=0.9583; standardised_deviation=1.4884 | sysmon_unique_destination_count=0; benign_mean=0.625; standardised_deviation=-0.6299 | sysmon_file_create_count=1; benign_mean=5.6667; standardised_deviation=-0.628,complete,yes,yes,yes,yes,yes,yes,4,0,50,10,0,27,86,0,/home/edradmin/edr-evidence/runs/S03-007-B3-V2,/home/edradmin/edr-evidence/runs/S03-007-B3-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-051,window,family_holdout_3_B3_S3,random_forest,telemetry_only,S01-002-S3-V1,S01,S3,process_chain_internal_network_burst,V1,1,1,1,0.0183333333333333,0.35,-0.33166666666666667,0,false_negative,0.0,0,1.0,1,0.0183333333333333,0,0.3101634042413165,0,sysmon_file_create_count=0; sysmon_registry_event_count=0; sysmon_unique_process_image_count=0; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=0; osquery_process_count_delta=0,sysmon_file_create_count=0; benign_mean=5.6667; standardised_deviation=-0.7626 | sysmon_unique_process_image_count=0; benign_mean=0.5; standardised_deviation=-0.433 | sysmon_unique_parent_child_pair_count=0; benign_mean=0.5; standardised_deviation=-0.433 | sysmon_unique_destination_count=1; benign_mean=0.625; standardised_deviation=0.378 | sysmon_process_create_count=0; benign_mean=0.9583; standardised_deviation=-0.3529,complete,yes,yes,yes,yes,yes,yes,4,0,119,10,0,63,188,0,/home/edradmin/edr-evidence/runs/S01-002-S3-V1,/home/edradmin/edr-evidence/runs/S01-002-S3-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-052,window,family_holdout_3_B3_S3,random_forest,telemetry_only,S01-008-S3-V2,S01,S3,process_chain_internal_network_burst,V2,1,1,1,0.115,0.35,-0.235,0,false_negative,0.0,0,1.0,1,0.115,0,0.2492414107704265,0,sysmon_file_create_count=1; sysmon_registry_event_count=0; sysmon_unique_process_image_count=0; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=0; osquery_process_count_delta=0,sysmon_network_connect_count=18; benign_mean=1.0417; standardised_deviation=9.7264 | sysmon_file_create_count=1; benign_mean=5.6667; standardised_deviation=-0.628 | sysmon_unique_process_image_count=0; benign_mean=0.5; standardised_deviation=-0.433 | sysmon_unique_parent_child_pair_count=0; benign_mean=0.5; standardised_deviation=-0.433 | sysmon_unique_destination_count=1; benign_mean=0.625; standardised_deviation=0.378,complete,yes,yes,yes,yes,yes,yes,4,0,126,10,0,64,215,0,/home/edradmin/edr-evidence/runs/S01-008-S3-V2,/home/edradmin/edr-evidence/runs/S01-008-S3-V2/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-053,window,family_holdout_3_B3_S3,random_forest,telemetry_only,S01-009-B3-V1,S01,B3,legitimate_powershell_maintenance,V1,0,0,0,0.665,0.35,0.31500000000000006,1,false_positive,0.0,0,1.0,1,0.665,1,0.5922789130014895,1,sysmon_file_create_count=23; sysmon_registry_event_count=0; sysmon_unique_process_image_count=0; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=0; osquery_process_count_delta=4,sysmon_network_connect_count=8; benign_mean=1.0417; standardised_deviation=3.9909 | sysmon_unique_destination_count=4; benign_mean=0.625; standardised_deviation=3.4017 | osquery_process_count_delta=4; benign_mean=0.25; standardised_deviation=2.8868 | sysmon_file_create_count=23; benign_mean=5.6667; standardised_deviation=2.3325 | sysmon_unique_process_image_count=0; benign_mean=0.5; standardised_deviation=-0.433,complete,yes,yes,yes,yes,yes,yes,4,0,99,10,0,26,94,0,/home/edradmin/edr-evidence/runs/S01-009-B3-V1,/home/edradmin/edr-evidence/runs/S01-009-B3-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
SELERR-054,window,family_holdout_3_B3_S3,random_forest,telemetry_only,S01-009-B3-V1,S01,B3,legitimate_powershell_maintenance,V1,0,1,1,0.845,0.35,0.495,1,false_positive,0.0,0,1.0,1,0.845,1,0.7537451620875534,1,sysmon_file_create_count=1; sysmon_registry_event_count=0; sysmon_unique_process_image_count=5; sysmon_cmd_process_count=0; sysmon_unique_parent_child_pair_count=5; osquery_process_count_delta=0,sysmon_dns_query_count=5; benign_mean=0.2917; standardised_deviation=4.4425 | sysmon_process_create_count=13; benign_mean=0.9583; standardised_deviation=4.4346 | sysmon_unique_process_image_count=5; benign_mean=0.5; standardised_deviation=3.8971 | sysmon_unique_parent_child_pair_count=5; benign_mean=0.5; standardised_deviation=3.8971 | sysmon_unique_destination_count=3; benign_mean=0.625; standardised_deviation=2.3938,complete,yes,yes,yes,yes,yes,yes,4,0,99,10,0,26,94,0,/home/edradmin/edr-evidence/runs/S01-009-B3-V1,/home/edradmin/edr-evidence/runs/S01-009-B3-V1/run-validation-report.json,held-out-family shift,,,,yes,,pending
