design,left,right,metric,median_difference,lower_95,upper_95,interval_includes_zero
family_holdout_2_B2_S2,telemetry_only-random_forest,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
family_holdout_2_B2_S2,telemetry_only-random_forest,telemetry_only-xgboost,false_positive_rate,0.0,0.0,0.0,True
family_holdout_2_B2_S2,telemetry_only-random_forest,telemetry_only-xgboost,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-logistic_regression,mcc,0.0,-0.40559543660878394,0.4060217939638238,True
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-logistic_regression,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-logistic_regression,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666666,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-logistic_regression,balanced_accuracy,0.0,-0.2500000000000001,0.2500000000000001,True
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-random_forest,mcc,0.5773502691896257,0.30151134457776363,0.8490253983603046,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-random_forest,recall,-0.5,-0.8333333333333334,-0.162499999999999,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-random_forest,false_positive_rate,-1.0,-1.0,-1.0,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-random_forest,balanced_accuracy,0.25,0.08333333333333337,0.41875000000000057,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-xgboost,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-xgboost,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-xgboost,false_positive_rate,-1.0,-1.0,-1.0,False
family_holdout_3_B3_S3,exact_indicator_baseline,hybrid-xgboost,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
family_holdout_3_B3_S3,exact_indicator_baseline,rule_baseline,mcc,0.5773502691896257,0.0,0.8451542547285166,True
family_holdout_3_B3_S3,exact_indicator_baseline,rule_baseline,recall,-0.5,-1.0,-0.16666666666666663,False
family_holdout_3_B3_S3,exact_indicator_baseline,rule_baseline,false_positive_rate,-1.0,-1.0,-1.0,False
family_holdout_3_B3_S3,exact_indicator_baseline,rule_baseline,balanced_accuracy,0.25,0.0,0.41666666666666674,True
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-logistic_regression,mcc,0.2758389246118621,-0.2758389246118621,0.8451542547285166,True
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-logistic_regression,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-logistic_regression,false_positive_rate,-0.8333333333333334,-1.0,-0.5,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-logistic_regression,balanced_accuracy,0.16666666666666663,-0.16666666666666663,0.41666666666666674,True
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-random_forest,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-random_forest,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-random_forest,false_positive_rate,-1.0,-1.0,-1.0,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-random_forest,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-xgboost,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-xgboost,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-xgboost,false_positive_rate,-1.0,-1.0,-1.0,False
family_holdout_3_B3_S3,exact_indicator_baseline,telemetry_only-xgboost,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
family_holdout_3_B3_S3,hybrid-logistic_regression,hybrid-random_forest,mcc,0.5773502691896257,0.2939735609633197,0.8490253983603046,False
family_holdout_3_B3_S3,hybrid-logistic_regression,hybrid-random_forest,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-logistic_regression,hybrid-random_forest,false_positive_rate,-0.5,-0.8374999999999999,-0.162499999999999,False
family_holdout_3_B3_S3,hybrid-logistic_regression,hybrid-random_forest,balanced_accuracy,0.25,0.08125000000000009,0.41875000000000057,False
family_holdout_3_B3_S3,hybrid-logistic_regression,hybrid-xgboost,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
family_holdout_3_B3_S3,hybrid-logistic_regression,hybrid-xgboost,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-logistic_regression,hybrid-xgboost,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,hybrid-logistic_regression,hybrid-xgboost,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
family_holdout_3_B3_S3,hybrid-logistic_regression,rule_baseline,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
family_holdout_3_B3_S3,hybrid-logistic_regression,rule_baseline,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-logistic_regression,rule_baseline,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,hybrid-logistic_regression,rule_baseline,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-logistic_regression,mcc,0.29720228169560803,0.0,0.7105579680250976,True
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-logistic_regression,false_positive_rate,-0.33333333333333337,-0.8333333333333334,0.0,True
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-logistic_regression,balanced_accuracy,0.16666666666666663,0.0,0.41666666666666663,True
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-random_forest,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-random_forest,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-random_forest,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-xgboost,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-xgboost,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666663,False
family_holdout_3_B3_S3,hybrid-logistic_regression,telemetry_only-xgboost,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
family_holdout_3_B3_S3,hybrid-random_forest,hybrid-xgboost,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,hybrid-xgboost,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,hybrid-xgboost,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,hybrid-xgboost,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,rule_baseline,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,rule_baseline,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,rule_baseline,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,rule_baseline,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-logistic_regression,mcc,-0.30151134457776363,-0.5773502691896257,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-logistic_regression,false_positive_rate,0.16666666666666663,0.0,0.5,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-logistic_regression,balanced_accuracy,-0.08333333333333337,-0.25,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-random_forest,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-random_forest,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-random_forest,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-xgboost,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-xgboost,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-random_forest,telemetry_only-xgboost,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,rule_baseline,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,rule_baseline,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,rule_baseline,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,rule_baseline,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-logistic_regression,mcc,-0.30151134457776363,-0.5773502691896257,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-logistic_regression,false_positive_rate,0.16666666666666663,0.0,0.5,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-logistic_regression,balanced_accuracy,-0.08333333333333337,-0.25,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-random_forest,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-random_forest,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-random_forest,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-xgboost,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-xgboost,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,hybrid-xgboost,telemetry_only-xgboost,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-logistic_regression,mcc,-0.30151134457776363,-0.5773502691896257,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-logistic_regression,false_positive_rate,0.16666666666666663,0.0,0.5,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-logistic_regression,balanced_accuracy,-0.08333333333333337,-0.25,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-random_forest,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-random_forest,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-random_forest,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-xgboost,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-xgboost,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,rule_baseline,telemetry_only-xgboost,balanced_accuracy,0.0,0.0,0.0,True
family_holdout_3_B3_S3,telemetry_only-logistic_regression,telemetry_only-random_forest,mcc,0.30151134457776363,0.0,0.5773502691896257,True
family_holdout_3_B3_S3,telemetry_only-logistic_regression,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,telemetry_only-logistic_regression,telemetry_only-random_forest,false_positive_rate,-0.16666666666666663,-0.5,0.0,True
family_holdout_3_B3_S3,telemetry_only-logistic_regression,telemetry_only-random_forest,balanced_accuracy,0.08333333333333337,0.0,0.25,True
family_holdout_3_B3_S3,telemetry_only-logistic_regression,telemetry_only-xgboost,mcc,0.30151134457776363,0.0,0.5773502691896257,True
family_holdout_3_B3_S3,telemetry_only-logistic_regression,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,telemetry_only-logistic_regression,telemetry_only-xgboost,false_positive_rate,-0.16666666666666663,-0.5,0.0,True
family_holdout_3_B3_S3,telemetry_only-logistic_regression,telemetry_only-xgboost,balanced_accuracy,0.08333333333333337,0.0,0.25,True
family_holdout_3_B3_S3,telemetry_only-random_forest,telemetry_only-xgboost,mcc,0.0,0.0,0.0,True
family_holdout_3_B3_S3,telemetry_only-random_forest,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
family_holdout_3_B3_S3,telemetry_only-random_forest,telemetry_only-xgboost,false_positive_rate,0.0,0.0,0.0,True
family_holdout_3_B3_S3,telemetry_only-random_forest,telemetry_only-xgboost,balanced_accuracy,0.0,0.0,0.0,True
temporal,exact_indicator_baseline,hybrid-logistic_regression,mcc,-0.26780398553889084,-0.6984886554222364,0.15484574527148343,True
temporal,exact_indicator_baseline,hybrid-logistic_regression,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
temporal,exact_indicator_baseline,hybrid-logistic_regression,false_positive_rate,-0.16666666666666666,-0.5,0.0,True
temporal,exact_indicator_baseline,hybrid-logistic_regression,balanced_accuracy,-0.16666666666666674,-0.41666666666666663,0.08333333333333348,True
temporal,exact_indicator_baseline,hybrid-random_forest,mcc,0.0,-0.5773502691896257,0.543642910150753,True
temporal,exact_indicator_baseline,hybrid-random_forest,recall,-0.5,-1.0,0.0,True
temporal,exact_indicator_baseline,hybrid-random_forest,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666666,False
temporal,exact_indicator_baseline,hybrid-random_forest,balanced_accuracy,0.0,-0.2500000000000001,0.25208333333333394,True
temporal,exact_indicator_baseline,hybrid-xgboost,mcc,-0.12975651199692184,-0.543642910150753,0.2680048590157152,True
temporal,exact_indicator_baseline,hybrid-xgboost,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
temporal,exact_indicator_baseline,hybrid-xgboost,false_positive_rate,-0.3333333333333333,-0.6708333333333332,0.0,True
temporal,exact_indicator_baseline,hybrid-xgboost,balanced_accuracy,-0.08333333333333326,-0.33333333333333337,0.16666666666666674,True
temporal,exact_indicator_baseline,rule_baseline,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
temporal,exact_indicator_baseline,rule_baseline,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
temporal,exact_indicator_baseline,rule_baseline,false_positive_rate,-1.0,-1.0,-1.0,False
temporal,exact_indicator_baseline,rule_baseline,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
temporal,exact_indicator_baseline,telemetry_only-logistic_regression,mcc,-0.26780398553889084,-0.6987041085663441,0.138047473541969,True
temporal,exact_indicator_baseline,telemetry_only-logistic_regression,recall,-0.5,-0.8374999999999999,-0.16666666666666663,False
temporal,exact_indicator_baseline,telemetry_only-logistic_regression,false_positive_rate,-0.16666666666666666,-0.5,0.0,True
temporal,exact_indicator_baseline,telemetry_only-logistic_regression,balanced_accuracy,-0.16666666666666674,-0.41666666666666663,0.08333333333333348,True
temporal,exact_indicator_baseline,telemetry_only-random_forest,mcc,-0.1301366736896678,-0.6984886554222364,0.26780398553889084,True
temporal,exact_indicator_baseline,telemetry_only-random_forest,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
temporal,exact_indicator_baseline,telemetry_only-random_forest,false_positive_rate,-0.3333333333333333,-0.6666666666666666,0.0,True
temporal,exact_indicator_baseline,telemetry_only-random_forest,balanced_accuracy,-0.08333333333333337,-0.41666666666666663,0.16666666666666674,True
temporal,exact_indicator_baseline,telemetry_only-xgboost,mcc,0.1301366736896678,-0.2764807351110096,0.7071067811865476,True
temporal,exact_indicator_baseline,telemetry_only-xgboost,recall,-0.5,-0.8333333333333334,-0.16666666666666663,False
temporal,exact_indicator_baseline,telemetry_only-xgboost,false_positive_rate,-0.6666666666666666,-1.0,-0.3333333333333333,False
temporal,exact_indicator_baseline,telemetry_only-xgboost,balanced_accuracy,0.08333333333333337,-0.16666666666666663,0.3354166666666672,True
temporal,hybrid-logistic_regression,hybrid-random_forest,mcc,0.26780398553889084,0.0,0.5803787288454417,True
temporal,hybrid-logistic_regression,hybrid-random_forest,recall,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,hybrid-random_forest,false_positive_rate,-0.3333333333333333,-0.6708333333333333,0.0,True
temporal,hybrid-logistic_regression,hybrid-random_forest,balanced_accuracy,0.16666666666666674,0.0,0.3354166666666672,True
temporal,hybrid-logistic_regression,hybrid-xgboost,mcc,0.138047473541969,0.0,0.42264973081037427,True
temporal,hybrid-logistic_regression,hybrid-xgboost,recall,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,hybrid-xgboost,false_positive_rate,-0.16666666666666666,-0.5,0.0,True
temporal,hybrid-logistic_regression,hybrid-xgboost,balanced_accuracy,0.08333333333333326,0.0,0.2500000000000001,True
temporal,hybrid-logistic_regression,rule_baseline,mcc,0.8451542547285166,0.5773502691896257,1.0,False
temporal,hybrid-logistic_regression,rule_baseline,recall,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,rule_baseline,false_positive_rate,-0.8333333333333334,-1.0,-0.5,False
temporal,hybrid-logistic_regression,rule_baseline,balanced_accuracy,0.41666666666666674,0.25,0.5,False
temporal,hybrid-logistic_regression,telemetry_only-logistic_regression,mcc,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,telemetry_only-logistic_regression,false_positive_rate,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,telemetry_only-logistic_regression,balanced_accuracy,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,telemetry_only-random_forest,mcc,0.138047473541969,0.0,0.42264973081037427,True
temporal,hybrid-logistic_regression,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,telemetry_only-random_forest,false_positive_rate,-0.16666666666666666,-0.5,0.0,True
temporal,hybrid-logistic_regression,telemetry_only-random_forest,balanced_accuracy,0.08333333333333326,0.0,0.25,True
temporal,hybrid-logistic_regression,telemetry_only-xgboost,mcc,0.40559543660878394,0.12975651199692184,0.8451542547285166,False
temporal,hybrid-logistic_regression,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
temporal,hybrid-logistic_regression,telemetry_only-xgboost,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666666,False
temporal,hybrid-logistic_regression,telemetry_only-xgboost,balanced_accuracy,0.2500000000000001,0.08333333333333326,0.41666666666666674,False
temporal,hybrid-random_forest,hybrid-xgboost,mcc,-0.1301366736896678,-0.5527864045000421,0.2928932188134524,True
temporal,hybrid-random_forest,hybrid-xgboost,recall,0.0,0.0,0.0,True
temporal,hybrid-random_forest,hybrid-xgboost,false_positive_rate,0.16666666666666666,-0.33333333333333337,0.6666666666666667,True
temporal,hybrid-random_forest,hybrid-xgboost,balanced_accuracy,-0.08333333333333337,-0.33333333333333337,0.16666666666666674,True
temporal,hybrid-random_forest,rule_baseline,mcc,0.5773502691896257,0.30151134457776363,0.8451542547285166,False
temporal,hybrid-random_forest,rule_baseline,recall,0.0,0.0,0.0,True
temporal,hybrid-random_forest,rule_baseline,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666663,False
temporal,hybrid-random_forest,rule_baseline,balanced_accuracy,0.25,0.08333333333333337,0.41666666666666674,False
temporal,hybrid-random_forest,telemetry_only-logistic_regression,mcc,-0.26780398553889084,-0.580378728845441,0.0,True
temporal,hybrid-random_forest,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
temporal,hybrid-random_forest,telemetry_only-logistic_regression,false_positive_rate,0.33333333333333337,0.0,0.6708333333333344,True
temporal,hybrid-random_forest,telemetry_only-logistic_regression,balanced_accuracy,-0.16666666666666674,-0.33541666666666664,0.0,True
temporal,hybrid-random_forest,telemetry_only-random_forest,mcc,-0.1301366736896678,-0.42264973081037427,0.0,True
temporal,hybrid-random_forest,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
temporal,hybrid-random_forest,telemetry_only-random_forest,false_positive_rate,0.16666666666666666,0.0,0.5,True
temporal,hybrid-random_forest,telemetry_only-random_forest,balanced_accuracy,-0.08333333333333326,-0.2500000000000001,0.0,True
temporal,hybrid-random_forest,telemetry_only-xgboost,mcc,0.1301366736896678,-0.40663589058106325,0.7071067811865476,True
temporal,hybrid-random_forest,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
temporal,hybrid-random_forest,telemetry_only-xgboost,false_positive_rate,-0.16666666666666663,-0.8333333333333334,0.33750000000000097,True
temporal,hybrid-random_forest,telemetry_only-xgboost,balanced_accuracy,0.08333333333333326,-0.16874999999999993,0.41666666666666663,True
temporal,hybrid-xgboost,rule_baseline,mcc,0.7071067811865476,0.4472135954999579,1.0,False
temporal,hybrid-xgboost,rule_baseline,recall,0.0,0.0,0.0,True
temporal,hybrid-xgboost,rule_baseline,false_positive_rate,-0.6666666666666667,-1.0,-0.33333333333333337,False
temporal,hybrid-xgboost,rule_baseline,balanced_accuracy,0.33333333333333326,0.16666666666666663,0.5,False
temporal,hybrid-xgboost,telemetry_only-logistic_regression,mcc,-0.138047473541969,-0.42264973081037427,0.0,True
temporal,hybrid-xgboost,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
temporal,hybrid-xgboost,telemetry_only-logistic_regression,false_positive_rate,0.16666666666666666,0.0,0.5,True
temporal,hybrid-xgboost,telemetry_only-logistic_regression,balanced_accuracy,-0.08333333333333326,-0.2500000000000001,0.0,True
temporal,hybrid-xgboost,telemetry_only-random_forest,mcc,0.0,-0.39794065922855865,0.39794065922855865,True
temporal,hybrid-xgboost,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
temporal,hybrid-xgboost,telemetry_only-random_forest,false_positive_rate,0.0,-0.5,0.5,True
temporal,hybrid-xgboost,telemetry_only-random_forest,balanced_accuracy,0.0,-0.2499999999999999,0.25,True
temporal,hybrid-xgboost,telemetry_only-xgboost,mcc,0.25989318568658965,0.0,0.6984886554222364,True
temporal,hybrid-xgboost,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
temporal,hybrid-xgboost,telemetry_only-xgboost,false_positive_rate,-0.3333333333333333,-0.8333333333333334,0.0,True
temporal,hybrid-xgboost,telemetry_only-xgboost,balanced_accuracy,0.16666666666666663,0.0,0.41666666666666663,True
temporal,rule_baseline,telemetry_only-logistic_regression,mcc,-0.8451542547285166,-1.0,-0.5773502691896257,False
temporal,rule_baseline,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
temporal,rule_baseline,telemetry_only-logistic_regression,false_positive_rate,0.8333333333333334,0.5,1.0,False
temporal,rule_baseline,telemetry_only-logistic_regression,balanced_accuracy,-0.41666666666666674,-0.5,-0.25,False
temporal,rule_baseline,telemetry_only-random_forest,mcc,-0.7071067811865476,-1.0,-0.4472135954999579,False
temporal,rule_baseline,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
temporal,rule_baseline,telemetry_only-random_forest,false_positive_rate,0.6666666666666667,0.33333333333333337,1.0,False
temporal,rule_baseline,telemetry_only-random_forest,balanced_accuracy,-0.33333333333333326,-0.5,-0.16666666666666663,False
temporal,rule_baseline,telemetry_only-xgboost,mcc,-0.4472135954999579,-0.7071067811865476,0.0,True
temporal,rule_baseline,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
temporal,rule_baseline,telemetry_only-xgboost,false_positive_rate,0.33333333333333337,0.0,0.6666666666666667,True
temporal,rule_baseline,telemetry_only-xgboost,balanced_accuracy,-0.16666666666666663,-0.33333333333333326,0.0,True
temporal,telemetry_only-logistic_regression,telemetry_only-random_forest,mcc,0.138047473541969,0.0,0.42264973081037427,True
temporal,telemetry_only-logistic_regression,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
temporal,telemetry_only-logistic_regression,telemetry_only-random_forest,false_positive_rate,-0.16666666666666666,-0.5,0.0,True
temporal,telemetry_only-logistic_regression,telemetry_only-random_forest,balanced_accuracy,0.08333333333333326,0.0,0.25,True
temporal,telemetry_only-logistic_regression,telemetry_only-xgboost,mcc,0.40559543660878394,0.1301366736896678,0.8451542547285166,False
temporal,telemetry_only-logistic_regression,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
temporal,telemetry_only-logistic_regression,telemetry_only-xgboost,false_positive_rate,-0.5,-0.8333333333333334,-0.16666666666666666,False
temporal,telemetry_only-logistic_regression,telemetry_only-xgboost,balanced_accuracy,0.2500000000000001,0.08333333333333326,0.41666666666666674,False
temporal,telemetry_only-random_forest,telemetry_only-xgboost,mcc,0.26780398553889084,0.0,0.6984886554222364,True
temporal,telemetry_only-random_forest,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
temporal,telemetry_only-random_forest,telemetry_only-xgboost,false_positive_rate,-0.3333333333333333,-0.6708333333333333,0.0,True
temporal,telemetry_only-random_forest,telemetry_only-xgboost,balanced_accuracy,0.16666666666666663,0.0,0.3354166666666672,True
variant,exact_indicator_baseline,hybrid-logistic_regression,mcc,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,hybrid-logistic_regression,recall,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,hybrid-logistic_regression,false_positive_rate,0.0,0.0,0.0,True
variant,exact_indicator_baseline,hybrid-logistic_regression,balanced_accuracy,-0.5,-0.5,-0.5,False
variant,exact_indicator_baseline,hybrid-random_forest,mcc,-0.7071067811865475,-1.0,-0.4472135954999579,False
variant,exact_indicator_baseline,hybrid-random_forest,recall,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,hybrid-random_forest,false_positive_rate,-0.3333333333333333,-0.6666666666666666,0.0,True
variant,exact_indicator_baseline,hybrid-random_forest,balanced_accuracy,-0.33333333333333326,-0.5,-0.16666666666666663,False
variant,exact_indicator_baseline,hybrid-xgboost,mcc,-0.3535533905932738,-0.6201736729460423,0.0,True
variant,exact_indicator_baseline,hybrid-xgboost,recall,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,hybrid-xgboost,false_positive_rate,-0.7777777777777778,-1.0,-0.4444444444444444,False
variant,exact_indicator_baseline,hybrid-xgboost,balanced_accuracy,-0.11111111111111116,-0.2777777777777778,0.0,True
variant,exact_indicator_baseline,rule_baseline,mcc,0.0,0.0,0.0,True
variant,exact_indicator_baseline,rule_baseline,recall,-1.0,-1.0,-1.0,False
